"customer_id","marital","reliability"
"M234182","Never Married","5"
"Y773120","Widowed","3"
"B105213","Divorced","5"
"X984575","Widowed","3"
"N851276","Divorced","4"
"Q864563","Separated","3"
"C912709","Divorced","4"
"I12585","Separated","3"
"Y780102","Never Married","4"
"A553226","Separated","4"
"F116528","Divorced","4"
"V211089","Never Married","4"
"O209544","Widowed","5"
"R40372","Married","3"
"E772271","Married","4"
"O841847","Married","4"
"K755701","Never Married","3"
"V660511","Widowed","3"
"G292619","Divorced","4"
"W903243","Divorced","2"
"V385446","Widowed","2"
"B388820","Divorced","4"
"D741050","Divorced","4"
"B142422","Never Married","4"
"T628897","Widowed","4"
"N333825","Never Married","4"
"F778893","Widowed","4"
"T157033","Widowed","4"
"R673895","Widowed","4"
"Q644143","Divorced","3"
"F35398","Widowed","4"
"S60656","Married","3"
"X217671","Divorced","2"
"P795203","Never Married","4"
"P717753","Never Married","4"
"V513511","Never Married","3"
"Q978096","Never Married","5"
"B844433","Divorced","4"
"A103291","Divorced","2"
"R101514","Separated","3"
"P73950","Widowed","4"
"C512310","Widowed","4"
"Z812779","Never Married","3"
"I123852","Divorced","2"
"T03134","Widowed","3"
"H646152","Separated","3"
"V157744","Widowed","3"
"I396295","Never Married","4"
"H478829","Divorced","4"
"F911285","Never Married","3"
"W279417","Never Married","3"
"N886555","Separated","3"
"F534259","Married","4"
"O919928","Never Married","4"
"V981204","Separated","3"
"G331576","Married","5"
"C486385","Separated","1"
"R125693","Never Married","3"
"V286928","Separated","3"
"L658876","Widowed","6"
"W188751","Separated","3"
"I721653","Separated","4"
"G972214","Separated","4"
"L653188","Never Married","2"
"U31820","Separated","3"
"E488783","Separated","5"
"U36625","Divorced","3"
"F186086","Widowed","5"
"I939809","Never Married","4"
"F240803","Widowed","3"
"F801493","Widowed","4"
"L491403","Never Married","3"
"L863306","Separated","4"
"I682933","Married","3"
"M733994","Divorced","3"
"F856239","Separated","4"
"S76930","Never Married","3"
"D868252","Divorced","3"
"Q943269","Divorced","4"
"J378975","Widowed","4"
"T99095","Widowed","4"
"J767852","Married","2"
"J568210","Separated","3"
"L776387","Married","5"
"G898600","Separated","2"
"U791625","Divorced","6"
"N894789","Never Married","5"
"A505760","Separated","5"
"C985142","Divorced","3"
"N573611","Married","3"
"W679242","Widowed","3"
"R685222","Widowed","5"
"L942985","Married","4"
"L945088","Widowed","4"
"R72816","Divorced","4"
"A672620","Divorced","4"
"K578181","Divorced","5"
"L98574","Married","4"
"X708848","Separated","4"
"J900539","Separated","4"
"J393735","Married","3"
"E670171","Never Married","2"
"Y654962","Never Married","4"
"G957553","Never Married","4"
"M545671","Separated","3"
"R982501","Never Married","4"
"Y306545","Divorced","4"
"Q467770","Never Married","5"
"R437917","Widowed","4"
"F119249","Divorced","3"
"J11072","Widowed","3"
"I854551","Never Married","3"
"W570909","Never Married","3"
"A105398","Never Married","4"
"X744657","Separated","3"
"K784562","Widowed","4"
"F444920","Divorced","5"
"O317698","Divorced","5"
"Z665264","Divorced","3"
"H343519","Separated","4"
"R511812","Married","4"
"E172718","Divorced","4"
"G246830","Separated","4"
"G451064","Divorced","4"
"D993926","Widowed","3"
"M772976","Married","3"
"A727077","Never Married","3"
"K361736","Widowed","3"
"A393945","Widowed","3"
"I589605","Never Married","5"
"N327641","Never Married","3"
"J703724","Divorced","5"
"B356659","Separated","4"
"V55806","Divorced","6"
"I862435","Married","2"
"X977955","Widowed","3"
"T610774","Married","2"
"N513478","Separated","4"
"K843254","Never Married","5"
"A477627","Divorced","4"
"S782248","Widowed","4"
"Y842024","Married","3"
"D553060","Divorced","3"
"Q909096","Married","4"
"B499886","Widowed","3"
"U246543","Divorced","5"
"X466953","Separated","4"
"H171672","Never Married","3"
"W286326","Widowed","3"
"H482032","Separated","5"
"D903851","Divorced","3"
"F690235","Widowed","4"
"C676642","Married","4"
"Q270422","Divorced","3"
"K812806","Never Married","3"
"T592373","Never Married","5"
"Z845059","Separated","3"
"X258761","Widowed","5"
"D656330","Widowed","4"
"T495078","Widowed","3"
"J92349","Never Married","5"
"Q696354","Never Married","6"
"C515202","Never Married","4"
"P263323","Widowed","4"
"M154436","Divorced","4"
"E333890","Divorced","3"
"V607314","Never Married","2"
"W441951","Never Married","3"
"Y910041","Never Married","5"
"N169945","Married","3"
"P661153","Separated","4"
"H51608","Divorced","3"
"C620479","Separated","1"
"D364470","Widowed","3"
"O903764","Separated","4"
"J170179","Separated","4"
"T380611","Divorced","2"
"F537282","Widowed","3"
"V366744","Divorced","4"
"U726172","Married","3"
"U607425","Separated","3"
"G174513","Separated","3"
"C624351","Separated","3"
"Z483037","Divorced","5"
"S708977","Married","5"
"Q495387","Married","4"
"H145896","Divorced","2"
"Z865831","Divorced","2"
"O841175","Separated","4"
"F84786","Married","4"
"K216293","Widowed","4"
"J610004","Separated","4"
"O288038","Widowed","3"
"H690253","Widowed","2"
"Y161183","Never Married","3"
"X281282","Married","4"
"V65412","Married","5"
"U549211","Widowed","4"
"P179491","Divorced","5"
"P652340","Married","3"
"T708534","Separated","3"
"K325380","Divorced","3"
"T653531","Married","4"
"O189297","Widowed","5"
"I250439","Separated","4"
"O760396","Divorced","4"
"A633603","Separated","2"
"M572988","Married","5"
"D330603","Separated","5"
"S70815","Divorced","4"
"B848374","Separated","4"
"X686233","Divorced","3"
"Z280135","Divorced","1"
"Y147099","Divorced","5"
"A855887","Separated","3"
"X147035","Divorced","3"
"L99216","Separated","3"
"X354158","Never Married","3"
"P361045","Separated","4"
"O575002","Divorced","5"
"C274032","Married","2"
"S682687","Widowed","3"
"G354597","Never Married","3"
"R317720","Divorced","4"
"T22671","Married","3"
"M908203","Married","4"
"K610866","Divorced","3"
"Z849200","Separated","4"
"D321119","Separated","3"
"X435937","Separated","4"
"C315562","Separated","4"
"I692478","Married","3"
"M464374","Married","5"
"D347113","Never Married","2"
"C548406","Married","4"
"R640213","Married","4"
"N340220","Separated","3"
"M171160","Married","2"
"G164719","Separated","4"
"C444218","Widowed","4"
"C445988","Widowed","1"
"F774584","Separated","4"
"R416972","Never Married","1"
"O844706","Widowed","4"
"E918150","Divorced","5"
"Z959997","Separated","4"
"C36783","Divorced","3"
"S217763","Widowed","4"
"Z74524","Widowed","4"
"S356458","Separated","3"
"F785085","Never Married","5"
"N154513","Divorced","3"
"Z916283","Divorced","4"
"E753458","Never Married","3"
"J865464","Divorced","2"
"E446263","Widowed","3"
"S838605","Widowed","4"
"C436821","Widowed","5"
"H215697","Never Married","4"
"Z360250","Widowed","5"
"P25008","Never Married","2"
"K589469","Divorced","3"
"Q311850","Never Married","4"
"S952248","Widowed","4"
"K377982","Separated","3"
"U444790","Married","4"
"T710947","Divorced","3"
"Z985297","Never Married","4"
"E260530","Divorced","4"
"K38297","Married","4"
"R889523","Divorced","2"
"Z652933","Divorced","3"
"Y40674","Never Married","3"
"V135243","Widowed","3"
"U292174","Never Married","4"
"S791046","Divorced","1"
"O06174","Separated","3"
"Q296862","Divorced","3"
"N863236","Divorced","5"
"P860743","Divorced","4"
"G466917","Divorced","4"
"X425839","Never Married","4"
"T510073","Separated","3"
"M898890","Separated","3"
"V691458","Divorced","3"
"O529706","Separated","1"
"L717585","Married","5"
"R434150","Never Married","3"
"O924950","Married","5"
"Q895834","Divorced","4"
"A708666","Widowed","4"
"E547215","Married","3"
"J131248","Separated","4"
"F02497","Separated","2"
"F193526","Divorced","3"
"L681773","Divorced","3"
"C27979","Never Married","4"
"H581110","Never Married","2"
"N472963","Widowed","3"
"D769071","Widowed","4"
"B451399","Separated","3"
"E976279","Married","4"
"N489314","Married","4"
"P464896","Divorced","5"
"L267036","Widowed","4"
"Q632278","Widowed","4"
"K489730","Separated","3"
"W504012","Never Married","4"
"U960393","Divorced","2"
"X265916","Married","4"
"B644120","Separated","3"
"Y576054","Separated","2"
"D96885","Separated","3"
"M572765","Never Married","3"
"S502052","Divorced","4"
"D47677","Never Married","4"
"R376184","Never Married","2"
"W258240","Married","5"
"G563440","Widowed","2"
"S753119","Divorced","4"
"C729520","Married","4"
"Q940617","Widowed","1"
"A442435","Divorced","5"
"T897383","Widowed","2"
"Q867792","Widowed","4"
"B507626","Divorced","4"
"V677765","Separated","4"
"I240484","Divorced","6"
"V122687","Never Married","3"
"W869440","Married","4"
"V116127","Married","3"
"A605807","Married","3"
"F644019","Separated","3"
"T456294","Divorced","3"
"Q140635","Divorced","3"
"I52077","Widowed","3"
"F412119","Never Married","4"
"X790315","Widowed","4"
"I524441","Divorced","2"
"N893933","Widowed","3"
"N782316","Married","4"
"S894000","Widowed","4"
"M875951","Widowed","3"
"U987101","Never Married","2"
"S263090","Separated","2"
"I293072","Divorced","3"
"S623345","Never Married","3"
"T708376","Widowed","4"
"W682855","Never Married","5"
"G813506","Divorced","4"
"V942742","Divorced","3"
"Y654641","Married","3"
"C45413","Divorced","5"
"D216382","Divorced","2"
"W58371","Never Married","4"
"V581138","Widowed","4"
"Z257700","Divorced","4"
"Y08499","Never Married","4"
"M949486","Separated","4"
"X240332","Married","3"
"W738025","Never Married","2"
"C671723","Divorced","3"
"B154541","Never Married","5"
"I590530","Never Married","4"
"G623098","Divorced","2"
"T896933","Widowed","4"
"J234094","Widowed","2"
"H572770","Married","3"
"K447350","Never Married","4"
"O16400","Separated","2"
"P69600","Married","2"
"Y920029","Married","4"
"S103816","Divorced","4"
"T240504","Separated","5"
"A793530","Separated","2"
"S201981","Never Married","6"
"W644654","Divorced","4"
"V399133","Widowed","2"
"P439509","Married","4"
"F624787","Never Married","3"
"E638895","Widowed","3"
"S651835","Divorced","5"
"T638047","Married","3"
"A634512","Separated","2"
"E107655","Married","4"
"Q913573","Widowed","3"
"J974076","Never Married","3"
"Y561620","Divorced","3"
"X286811","Widowed","3"
"S744209","Never Married","3"
"P668082","Married","4"
"H338128","Divorced","2"
"U904070","Divorced","4"
"E469169","Never Married","3"
"Y751075","Married","4"
"L416391","Divorced","5"
"K472000","Separated","3"
"P778970","Married","4"
"W847233","Married","5"
"V915366","Married","5"
"W458856","Never Married","3"
"Z709647","Married","5"
"K776350","Never Married","3"
"Q539467","Separated","3"
"V249949","Separated","4"
"E172755","Separated","2"
"C359732","Married","3"
"E262279","Divorced","4"
"D88462","Married","2"
"U308163","Divorced","4"
"J947508","Widowed","3"
"S528281","Divorced","5"
"E678852","Widowed","4"
"I86158","Divorced","4"
"P153763","Separated","4"
"D555568","Separated","3"
"G460115","Never Married","4"
"V603783","Widowed","3"
"N960360","Widowed","4"
"A327397","Separated","5"
"K191922","Divorced","5"
"B290057","Widowed","4"
"A106835","Never Married","4"
"H114965","Separated","3"
"C93992","Separated","3"
"I665838","Divorced","4"
"R492326","Separated","4"
"Z512046","Widowed","5"
"M233671","Divorced","4"
"Q64947","Separated","4"
"J66174","Divorced","4"
"W166219","Married","2"
"F122731","Never Married","3"
"U176935","Separated","3"
"H368014","Divorced","3"
"C306117","Separated","1"
"X867518","Widowed","3"
"K845651","Separated","5"
"C360329","Widowed","4"
"F988047","Married","5"
"X784647","Widowed","5"
"X947701","Divorced","4"
"C533910","Separated","3"
"M856171","Divorced","3"
"A295954","Widowed","5"
"E672215","Separated","4"
"D901761","Widowed","3"
"K402892","Never Married","2"
"O178098","Never Married","6"
"C966412","Separated","4"
"S38895","Widowed","2"
"V197580","Widowed","4"
"D332841","Divorced","3"
"K390115","Never Married","1"
"J69720","Married","3"
"N496180","Never Married","3"
"L113799","Widowed","5"
"B518186","Widowed","3"
"F518801","Never Married","3"
"P401786","Separated","5"
"W143356","Divorced","2"
"H911954","Separated","3"
"P82876","Separated","3"
"I422144","Never Married","4"
"S112154","Never Married","5"
"F958984","Separated","4"
"U173150","Separated","3"
"U955654","Divorced","4"
"V664719","Separated","4"
"U00174","Divorced","3"
"S800636","Separated","4"
"I354535","Separated","3"
"H719093","Widowed","2"
"M244558","Married","3"
"U271265","Never Married","3"
"V554560","Never Married","3"
"C384023","Widowed","6"
"L732093","Married","3"
"E47652","Widowed","2"
"X784173","Never Married","2"
"Q649581","Divorced","2"
"I84671","Never Married","4"
"T355395","Divorced","2"
"G605184","Divorced","4"
"D995873","Married","6"
"M841756","Never Married","3"
"M989048","Widowed","4"
"T750530","Married","5"
"N810011","Divorced","4"
"T156538","Never Married","3"
"Y690438","Married","2"
"Z812383","Divorced","1"
"O156880","Married","2"
"L680236","Never Married","3"
"P142472","Never Married","4"
"U243994","Separated","2"
"T789081","Married","3"
"J857569","Separated","2"
"N979670","Separated","4"
"E760180","Never Married","4"
"B483116","Never Married","5"
"Q291298","Separated","4"
"U407326","Divorced","4"
"I642753","Separated","5"
"G627048","Widowed","3"
"P584359","Married","5"
"M913115","Never Married","3"
"E74599","Never Married","4"
"P263005","Divorced","5"
"S703204","Married","3"
"Y84463","Widowed","4"
"L226305","Separated","3"
"I929408","Separated","4"
"I86147","Divorced","4"
"O246994","Never Married","2"
"V134244","Separated","3"
"X978138","Divorced","5"
"E576261","Divorced","4"
"G944076","Widowed","3"
"X460286","Divorced","5"
"D217513","Never Married","4"
"G551745","Divorced","5"
"O12840","Never Married","4"
"V228516","Widowed","6"
"O467624","Divorced","4"
"L139786","Never Married","3"
"H978429","Never Married","5"
"A546615","Separated","2"
"R974706","Divorced","3"
"N823455","Separated","4"
"G451927","Widowed","3"
"L295115","Divorced","3"
"C924454","Married","5"
"P228431","Widowed","3"
"Y581185","Divorced","5"
"U460441","Widowed","4"
"U783014","Widowed","5"
"Q875708","Widowed","4"
"I818374","Divorced","3"
"H978832","Married","5"
"P433050","Never Married","4"
"V507469","Never Married","2"
"L406991","Divorced","2"
"N704991","Never Married","4"
"L294826","Separated","4"
"C761863","Married","4"
"J234948","Separated","4"
"N59942","Widowed","2"
"G367803","Divorced","3"
"I529279","Separated","3"
"D62748","Widowed","3"
"F376729","Widowed","5"
"A357267","Divorced","3"
"G324107","Never Married","4"
"L97798","Married","2"
"B655777","Never Married","3"
"M438418","Separated","3"
"F914859","Never Married","2"
"I98721","Separated","3"
"S237899","Widowed","2"
"U828465","Never Married","3"
"Q366127","Married","5"
"D105234","Separated","4"
"P212521","Married","3"
"O04397","Widowed","3"
"T697778","Separated","4"
"A169002","Widowed","2"
"J751606","Separated","2"
"N28335","Widowed","5"
"E101429","Separated","5"
"I873687","Separated","2"
"O431640","Separated","3"
"R284006","Divorced","3"
"K545983","Widowed","4"
"F269252","Never Married","3"
"T482163","Divorced","1"
"Y497571","Married","3"
"Q983001","Widowed","2"
"K969763","Divorced","3"
"Q441224","Married","2"
"M492002","Married","3"
"O843903","Widowed","3"
"W571989","Separated","5"
"X470641","Never Married","3"
"D949368","Never Married","2"
"J995473","Never Married","1"
"G527970","Never Married","1"
"K189437","Separated","3"
"T691939","Separated","4"
"V164385","Divorced","3"
"L151624","Divorced","3"
"O554244","Divorced","4"
"J671867","Divorced","3"
"M606037","Never Married","4"
"E715967","Married","3"
"Z264704","Never Married","3"
"C793481","Never Married","3"
"E66600","Married","3"
"N220947","Widowed","2"
"P730715","Never Married","2"
"M613995","Divorced","5"
"H676214","Married","4"
"R359792","Divorced","4"
"B18063","Divorced","4"
"Y943121","Never Married","4"
"C305571","Widowed","2"
"S775727","Married","2"
"I257803","Married","3"
"A695130","Separated","4"
"R462414","Divorced","4"
"S242586","Separated","6"
"Z184886","Divorced","5"
"R290249","Widowed","4"
"T679323","Separated","4"
"Q734676","Separated","3"
"A758129","Never Married","3"
"U328101","Widowed","5"
"S524938","Divorced","4"
"P986012","Separated","3"
"D504035","Married","4"
"S150511","Widowed","3"
"E473040","Separated","1"
"C812291","Divorced","3"
"B680094","Divorced","4"
"N724112","Divorced","3"
"P865655","Never Married","4"
"M876427","Never Married","5"
"G538504","Separated","6"
"Z174876","Widowed","2"
"V113628","Separated","2"
"A488962","Widowed","5"
"D336318","Separated","4"
"F251167","Separated","4"
"F843369","Married","3"
"L165090","Never Married","5"
"T994784","Married","3"
"I534222","Separated","4"
"X88676","Widowed","3"
"E572839","Never Married","3"
"L690894","Never Married","4"
"K76164","Divorced","3"
"R54030","Never Married","6"
"O667890","Separated","4"
"E184998","Never Married","5"
"U592707","Never Married","3"
"F444091","Separated","5"
"I984061","Married","4"
"K155403","Separated","3"
"W353625","Never Married","2"
"P222819","Never Married","2"
"Q420912","Married","4"
"R893008","Never Married","3"
"P513067","Widowed","3"
"G678901","Widowed","3"
"T273384","Separated","3"
"K421794","Separated","4"
"I100591","Widowed","4"
"V491724","Widowed","3"
"O385010","Married","5"
"L684749","Never Married","4"
"M691219","Separated","5"
"A199560","Never Married","5"
"J131977","Widowed","3"
"S740983","Widowed","5"
"L772835","Never Married","4"
"A696580","Widowed","4"
"X136619","Never Married","4"
"C991909","Married","2"
"D93867","Widowed","4"
"P00575","Separated","4"
"S582524","Widowed","3"
"J460770","Divorced","2"
"O864643","Never Married","3"
"R726035","Separated","3"
"Z723082","Divorced","4"
"E391117","Divorced","3"
"G631493","Never Married","2"
"L386634","Never Married","3"
"F769164","Never Married","5"
"Y401519","Divorced","3"
"P377979","Never Married","5"
"X660416","Separated","4"
"Q91207","Married","4"
"C503358","Widowed","5"
"T618453","Divorced","3"
"I101991","Separated","3"
"N164335","Divorced","4"
"J752461","Never Married","3"
"O142235","Married","4"
"F790515","Widowed","3"
"Z392922","Never Married","2"
"P976608","Separated","2"
"J586278","Married","4"
"F434625","Divorced","4"
"M100162","Never Married","3"
"H604389","Never Married","4"
"R685505","Divorced","5"
"T230963","Never Married","5"
"B514157","Separated","4"
"H545752","Married","2"
"V922935","Never Married","3"
"X336307","Never Married","3"
"C92877","Married","2"
"Y700584","Married","3"
"N682283","Separated","5"
"P609333","Separated","3"
"H634606","Married","3"
"U422627","Separated","4"
"F969613","Separated","4"
"E383758","Never Married","4"
"T783228","Married","3"
"A25662","Never Married","3"
"P310809","Widowed","3"
"X100642","Divorced","4"
"K573794","Married","3"
"G642581","Married","3"
"Y669083","Never Married","4"
"R299073","Separated","2"
"V92166","Divorced","2"
"A163731","Never Married","1"
"H42526","Divorced","3"
"V285978","Separated","4"
"Q768350","Married","3"
"A642624","Divorced","4"
"D402096","Widowed","5"
"R726654","Divorced","4"
"Q985270","Separated","4"
"B225668","Divorced","3"
"K583807","Never Married","4"
"V491453","Widowed","4"
"L305859","Married","6"
"P938583","Widowed","4"
"Z171654","Never Married","4"
"S386451","Never Married","4"
"H624630","Widowed","2"
"Z514880","Married","3"
"A477404","Widowed","4"
"G670980","Widowed","3"
"R211232","Divorced","3"
"M836207","Widowed","3"
"Y411344","Married","6"
"R15145","Separated","2"
"K424811","Widowed","4"
"K737582","Divorced","4"
"F347885","Separated","5"
"M119218","Widowed","5"
"F595747","Never Married","3"
"H683825","Never Married","4"
"V949643","Separated","3"
"C26175","Separated","4"
"W504338","Married","3"
"J875361","Married","4"
"V625954","Widowed","6"
"J961713","Widowed","1"
"Y723052","Never Married","5"
"Y319947","Married","3"
"U300358","Separated","4"
"B724894","Married","2"
"Q756941","Widowed","5"
"W187424","Married","5"
"F362803","Divorced","2"
"S199408","Never Married","4"
"J58007","Widowed","5"
"H179945","Separated","3"
"B982853","Widowed","4"
"Z219421","Widowed","3"
"S541999","Married","3"
"L612765","Widowed","3"
"X817518","Separated","2"
"Z825583","Divorced","2"
"X997255","Never Married","2"
"E466387","Divorced","2"
"V471727","Divorced","3"
"G364202","Separated","4"
"F107388","Never Married","3"
"I951271","Separated","4"
"E182638","Divorced","3"
"K732032","Widowed","4"
"S477204","Separated","4"
"T276313","Married","2"
"B786773","Divorced","3"
"Z280589","Separated","4"
"A710226","Widowed","3"
"G503874","Separated","3"
"E708599","Divorced","4"
"M407052","Separated","7"
"Z766188","Never Married","3"
"N686007","Widowed","3"
"G763971","Widowed","2"
"Z56850","Widowed","2"
"W364385","Separated","3"
"R518278","Married","4"
"Q922652","Widowed","2"
"S954102","Never Married","4"
"U308656","Married","5"
"B341496","Divorced","3"
"L303723","Married","5"
"F681575","Married","3"
"V403958","Separated","5"
"M245526","Never Married","5"
"J607278","Divorced","2"
"H400324","Married","2"
"V25084","Separated","4"
"R06305","Widowed","5"
"P99969","Separated","4"
"L204813","Never Married","7"
"C816866","Separated","4"
"F283929","Never Married","2"
"L901863","Never Married","1"
"J572963","Separated","2"
"E72263","Divorced","7"
"H759983","Separated","2"
"M737953","Separated","2"
"G991474","Never Married","5"
"L192659","Divorced","6"
"A443954","Married","2"
"Y154300","Widowed","3"
"K641782","Widowed","4"
"M505731","Never Married","3"
"C517624","Divorced","4"
"D189112","Separated","3"
"R565040","Separated","3"
"Q378136","Widowed","3"
"Z867528","Married","2"
"B263360","Separated","4"
"P178640","Married","5"
"T839003","Widowed","3"
"W608378","Married","2"
"Q608280","Separated","2"
"Z256378","Separated","4"
"P198498","Separated","4"
"D296869","Separated","4"
"F836680","Widowed","2"
"N864363","Never Married","3"
"O140921","Never Married","4"
"K202134","Divorced","5"
"I473929","Separated","2"
"N538607","Divorced","5"
"L312068","Never Married","3"
"F537544","Never Married","3"
"L568891","Widowed","3"
"R867905","Never Married","3"
"K583451","Separated","4"
"L602086","Married","4"
"J458411","Never Married","2"
"I809998","Never Married","4"
"B239150","Never Married","3"
"T100507","Divorced","6"
"O909186","Separated","2"
"I442489","Divorced","4"
"W564959","Divorced","6"
"Z105647","Never Married","3"
"P814149","Widowed","3"
"L129473","Never Married","2"
"V551292","Never Married","5"
"I585452","Widowed","1"
"P365570","Divorced","5"
"V570979","Divorced","2"
"U929313","Married","4"
"P358529","Widowed","5"
"J871670","Separated","5"
"K428032","Never Married","2"
"Z647424","Separated","3"
"C607550","Widowed","3"
"T589286","Divorced","2"
"W763622","Divorced","4"
"A178778","Separated","1"
"H870936","Separated","4"
"U236179","Separated","2"
"Q147103","Never Married","3"
"U773599","Separated","2"
"V908559","Separated","2"
"X508400","Separated","5"
"U219951","Separated","4"
"N197300","Never Married","2"
"A708086","Divorced","4"
"O904097","Divorced","6"
"M404814","Widowed","4"
"Z89704","Divorced","5"
"V739636","Widowed","3"
"Z92958","Never Married","4"
"T83491","Widowed","3"
"Z41428","Separated","3"
"E964588","Divorced","4"
"E41379","Never Married","3"
"L917070","Never Married","5"
"J476962","Divorced","5"
"C789269","Divorced","4"
"V677446","Widowed","4"
"B641384","Divorced","3"
"J966544","Married","5"
"N231414","Married","5"
"C540743","Divorced","4"
"G72948","Never Married","3"
"H409478","Never Married","4"
"D76513","Divorced","2"
"I489435","Divorced","3"
"R305714","Widowed","3"
"W177848","Married","4"
"R19086","Married","2"
"K25529","Divorced","4"
"F977509","Widowed","2"
"W332546","Never Married","4"
"Q605434","Divorced","3"
"L725689","Widowed","2"
"B250151","Widowed","4"
"G953447","Widowed","4"
"S295367","Separated","2"
"H97664","Never Married","3"
"N502032","Married","5"
"Z975588","Never Married","5"
"D120097","Separated","3"
"X228474","Never Married","5"
"P994086","Separated","4"
"J322079","Married","3"
"N76486","Divorced","2"
"H790658","Divorced","4"
"J280974","Never Married","4"
"T998854","Widowed","3"
"K340946","Married","3"
"P768995","Divorced","3"
"U180646","Married","5"
"N955095","Widowed","4"
"O928783","Separated","3"
"B270288","Divorced","4"
"P975854","Widowed","3"
"M224623","Widowed","3"
"G441045","Divorced","3"
"S904300","Separated","3"
"K256847","Married","3"
"E699075","Married","4"
"W155754","Widowed","4"
"X797153","Separated","3"
"Q163995","Widowed","5"
"P304986","Separated","2"
"K570116","Never Married","3"
"F904069","Married","4"
"X389757","Divorced","6"
"B360850","Never Married","5"
"H251472","Never Married","4"
"K936432","Widowed","3"
"A292290","Divorced","4"
"G444516","Never Married","4"
"E37647","Divorced","3"
"B708960","Never Married","3"
"K207956","Married","3"
"Y873220","Divorced","4"
"I466876","Divorced","6"
"W868599","Divorced","5"
"H781916","Married","2"
"X225897","Married","3"
"X603267","Separated","3"
"C749771","Never Married","4"
"M781717","Widowed","3"
"M986659","Never Married","5"
"J809094","Widowed","3"
"K60043","Widowed","3"
"C468489","Widowed","4"
"F531124","Divorced","6"
"D754301","Never Married","4"
"H483940","Widowed","3"
"Z708697","Separated","4"
"W70203","Married","3"
"P879204","Never Married","4"
"L438935","Married","4"
"N93074","Married","5"
"P356338","Divorced","3"
"M778794","Widowed","3"
"I392175","Never Married","5"
"I759582","Separated","3"
"P820780","Separated","4"
"S206075","Separated","4"
"M905762","Separated","4"
"B717178","Married","4"
"R926461","Divorced","3"
"R240894","Divorced","2"
"B82919","Married","5"
"X985013","Divorced","4"
"J627058","Widowed","2"
"A609986","Separated","4"
"H551955","Separated","4"
"Y847136","Separated","5"
"V631811","Divorced","4"
"X536194","Widowed","4"
"R610483","Separated","5"
"I280791","Widowed","3"
"O53194","Divorced","5"
"E362042","Separated","3"
"B681069","Never Married","5"
"I503010","Separated","4"
"K601905","Never Married","4"
"L780882","Never Married","4"
"F585888","Never Married","3"
"H465886","Married","3"
"I212572","Married","4"
"C505943","Separated","3"
"B528021","Never Married","2"
"Z793842","Separated","1"
"I554872","Divorced","2"
"P128852","Divorced","3"
"M219501","Divorced","3"
"J944618","Divorced","4"
"K583426","Divorced","2"
"S642768","Married","2"
"Z763537","Separated","4"
"M133607","Separated","4"
"W76223","Married","5"
"O84683","Widowed","4"
"H626146","Married","4"
"I486808","Widowed","4"
"Z141456","Married","4"
"O735785","Married","4"
"L599775","Never Married","2"
"D995911","Never Married","4"
"S895247","Never Married","4"
"X733965","Widowed","2"
"A919620","Widowed","3"
"D578489","Never Married","4"
"H916308","Married","1"
"B113838","Separated","5"
"Z265529","Never Married","2"
"U136415","Divorced","5"
"C120688","Never Married","5"
"G651788","Married","3"
"C504568","Separated","4"
"D728533","Divorced","4"
"A127324","Never Married","4"
"O284332","Separated","4"
"C834935","Divorced","5"
"E273995","Never Married","2"
"I123452","Widowed","4"
"O212620","Never Married","3"
"E323139","Separated","6"
"J397165","Never Married","4"
"Q785217","Divorced","3"
"P349597","Separated","3"
"T972317","Never Married","2"
"J268204","Separated","4"
"C677416","Widowed","3"
"U207712","Married","4"
"W933344","Never Married","4"
"E134219","Separated","3"
"I388298","Married","4"
"X425987","Married","3"
"J368153","Divorced","4"
"B368985","Never Married","5"
"N262165","Married","4"
"Q359482","Divorced","4"
"V499414","Never Married","4"
"I87541","Widowed","3"
"L559398","Widowed","3"
"L371305","Widowed","3"
"T161115","Widowed","2"
"C279290","Married","3"
"M267477","Separated","3"
"T31369","Widowed","3"
"Z353889","Divorced","4"
"H710205","Married","4"
"L387243","Divorced","4"
"S62594","Separated","4"
"P914552","Never Married","3"
"V315176","Separated","3"
"Q221326","Never Married","2"
"U859222","Divorced","2"
"R536449","Divorced","3"
"I239753","Divorced","2"
"L708602","Separated","4"
"T549865","Divorced","4"
"V506373","Divorced","3"
"Y89363","Separated","3"
"A313674","Divorced","5"
"A118391","Separated","3"
"G302426","Married","3"
"P164452","Never Married","2"
"F531400","Divorced","5"
"S879827","Separated","4"
"U472120","Divorced","4"
"T729357","Never Married","3"
"A132981","Never Married","3"
"Z703146","Divorced","3"
"K792745","Divorced","3"
"C678911","Separated","5"
"E137862","Never Married","3"
"G650313","Separated","2"
"P899179","Separated","3"
"N683208","Married","5"
"K970487","Never Married","2"
"X860092","Divorced","2"
"D377681","Divorced","5"
"W666781","Married","3"
"D151650","Divorced","3"
"M716527","Never Married","2"
"E54750","Married","4"
"W683622","Separated","2"
"N796511","Married","4"
"S411424","Never Married","3"
"E874108","Separated","3"
"L574611","Married","3"
"A787794","Never Married","3"
"S146198","Separated","4"
"F673514","Separated","4"
"R863246","Never Married","3"
"L864050","Married","2"
"I445597","Divorced","4"
"Y430845","Married","4"
"F516719","Widowed","4"
"N136593","Never Married","3"
"D861252","Widowed","4"
"M853509","Married","4"
"D843552","Never Married","4"
"P961504","Never Married","3"
"A457009","Never Married","5"
